ordno ,custno ,name            ,postcode   ,city      ,region ,regionmgr ,mgrnm ,salespers ,salesnm ,orddate    ,deldate    ,paydate    ,quantity ,prodno ,proddescr                     ,catdescr       ,price ,linetotal
 1174 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-01-22 ,2021-01-23 ,2021-01-28 ,      12 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,    90
 1175 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-01-28 ,2021-02-02 ,2021-02-11 ,      18 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,   135
 1176 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-01-28 ,2021-02-01 ,2021-03-03 ,      20 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   179
 1177 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-02-02 ,2021-02-04 ,2021-02-14 ,      24 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   214.8
 1177 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-02-02 ,2021-02-04 ,2021-02-14 ,       9 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,16.95 ,   152.55
 1177 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-02-02 ,2021-02-04 ,2021-02-14 ,       7 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   147
 1177 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-02-02 ,2021-02-04 ,2021-02-14 ,      16 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   319.2
 1178 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-02-04 ,2021-02-10 ,2021-02-22 ,       7 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    62.65
 1179 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-02-07 ,2021-02-13 ,2021-02-28 ,       7 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   165.55
 1180 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-02-09 ,2021-02-12 ,2021-02-17 ,      16 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,16.95 ,   271.2
 1181 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2021-02-14 ,2021-02-17 ,2021-03-02 ,      14 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   616
 1181 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2021-02-14 ,2021-02-17 ,2021-03-02 ,      10 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   199.5
 1182 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-02-23 ,2021-03-01 ,2021-03-05 ,       5 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,16.95 ,    84.75
 1183 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-02-24 ,2021-02-25 ,2021-03-20 ,       2 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,    28.5
 1184 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-02-24 ,2021-02-28 ,2021-03-22 ,      14 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   294
 1185 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2021-02-25 ,2021-03-03 ,2021-03-22 ,      15 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   243.75
 1186 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-02-27 ,2021-03-03 ,2021-03-17 ,      15 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,16.95 ,   254.25
 1187 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-03-19 ,2021-03-23 ,2021-05-08 ,       7 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   147
 1187 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-03-19 ,2021-03-23 ,2021-05-08 ,       7 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   157.5
 1188 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-03-20 ,2021-03-23 ,2021-03-29 ,       7 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    62.65
 1189 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2021-03-24 ,2021-03-28 ,2021-04-23 ,      18 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   207
 1190 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-03-28 ,2021-03-31 ,2021-04-13 ,       6 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,16.95 ,   101.7
 1191 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-03-29 ,2021-04-02 ,2021-04-13 ,      12 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   195
 1192 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-03-29 ,2021-04-01 ,2021-04-11 ,       9 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   212.85
 1193 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2021-03-31 ,2021-04-01 ,2021-05-01 ,      23 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   543.95
 1194 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-04-01 ,2021-04-07 ,2021-04-16 ,      20 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   230
 1195 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2021-04-02 ,2021-04-06 ,2021-04-23 ,      21 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,   173.25
 1196 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2021-04-17 ,2021-04-19 ,2021-05-13 ,      11 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   484
 1197 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-04-18 ,2021-04-25 ,2021-05-09 ,       5 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   220
 1198 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-04-18 ,2021-04-24 ,2021-05-07 ,       8 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   189.2
 1198 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-04-18 ,2021-04-24 ,2021-05-07 ,      13 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   149.5
 1198 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-04-18 ,2021-04-24 ,2021-05-07 ,      13 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,   107.25
 1198 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-04-18 ,2021-04-24 ,2021-05-07 ,      13 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   185.25
 1198 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-04-18 ,2021-04-24 ,2021-05-07 ,      12 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,16.95 ,   203.4
 1199 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2021-04-19 ,2021-04-21 ,2021-04-25 ,      17 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   748
 1200 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2021-04-22 ,2021-04-28 ,2021-05-16 ,       8 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   180
 1201 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-04-23 ,2021-04-25 ,2021-05-22 ,      20 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   179
 1201 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-04-23 ,2021-04-25 ,2021-05-22 ,      15 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   299.25
 1202 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-04-27 ,2021-04-28 ,2021-05-24 ,       9 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   396
 1203 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2021-04-28 ,2021-05-03 ,2021-05-05 ,      19 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   427.5
 1204 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-05-04 ,2021-05-09 ,2021-05-30 ,      23 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   205.85
 1205 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-05-05 ,2021-05-09 ,2021-05-14 ,      21 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   924
 1206 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2021-05-06 ,2021-05-12 ,2021-05-20 ,       9 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   128.25
 1207 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2021-05-14 ,2021-05-16 ,2021-05-20 ,      22 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   968
 1208 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-05-15 ,2021-05-21 ,2021-06-07 ,      14 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   227.5
 1209 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2021-05-19 ,2021-05-25 ,2021-06-17 ,      28 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,   231
 1210 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-05-21 ,2021-05-22 ,2021-05-27 ,       9 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,16.95 ,   152.55
 1211 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2021-05-23 ,2021-05-26 ,2021-06-01 ,       8 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   159.6
 1212 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2021-05-30 ,2021-06-01 ,2021-06-29 ,       8 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,    66
 1213 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      806 ,Karel   ,2021-05-31 ,2021-06-01 ,2021-06-21 ,      19 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   218.5
 1214 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2021-06-01 ,2021-06-07 ,2021-06-17 ,      21 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   472.5
 1215 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-06-06 ,2021-06-10 ,2021-06-26 ,      10 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,    82.5
 1216 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-06-07 ,2021-06-12 ,2021-06-27 ,       7 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,    99.75
 1217 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-06-12 ,2021-06-19 ,2021-07-01 ,      18 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   405
 1218 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      806 ,Karel   ,2021-06-16 ,2021-06-21 ,2021-07-16 ,      24 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   342
 1219 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2021-06-16 ,2021-06-19 ,2021-07-17 ,      24 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   342
 1220 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-06-21 ,2021-06-23 ,2021-07-08 ,      21 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   299.25
 1221 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-06-22 ,2021-06-25 ,2021-07-10 ,      10 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   199.5
 1222 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2021-06-23 ,2021-06-30 ,2021-07-12 ,       5 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,    81.25
 1223 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2021-06-25 ,2021-06-26 ,2021-07-18 ,      18 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   425.7
 1224 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2021-06-25 ,2021-06-30 ,2021-07-13 ,      24 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   567.6
 1225 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2021-06-26 ,2021-06-30 ,2021-07-04 ,      23 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   543.95
 1226 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-06-26 ,2021-07-03 ,2021-07-14 ,      12 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   171
 1227 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2021-06-29 ,2021-07-04 ,2021-07-24 ,      23 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   373.75
 1228 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2021-07-04 ,2021-07-11 ,2021-07-29 ,       9 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   396
 1229 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2021-07-06 ,2021-07-10 ,2021-08-08 ,      12 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   195
 1229 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2021-07-06 ,2021-07-10 ,2021-08-08 ,       5 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,    71.25
 1230 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-07-07 ,2021-07-09 ,2021-07-28 ,       8 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,    92
 1231 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2021-07-09 ,2021-07-12 ,2021-07-31 ,      15 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,   123.75
 1232 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-07-11 ,2021-07-15 ,2021-08-04 ,      23 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   458.85
 1233 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2021-07-11 ,2021-07-15 ,2021-07-29 ,      19 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   836
 1233 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2021-07-11 ,2021-07-15 ,2021-07-29 ,      12 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   138
 1233 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2021-07-11 ,2021-07-15 ,2021-07-29 ,      16 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   143.2
 1234 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-07-13 ,2021-07-14 ,2021-08-04 ,      10 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    89.5
 1235 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-07-13 ,2021-07-16 ,2021-08-02 ,      22 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   520.3
 1236 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2021-07-13 ,2021-07-18 ,2021-08-16 ,       8 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,    92
 1237 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-07-16 ,2021-07-18 ,2021-08-14 ,      23 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   543.95
 1238 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2021-07-18 ,2021-07-21 ,2021-07-30 ,       7 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   113.75
 1239 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2021-07-20 ,2021-07-27 ,2021-08-18 ,      17 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   382.5
 1240 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-07-24 ,2021-07-26 ,2021-08-15 ,       2 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,    32.5
 1241 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-07-25 ,2021-07-29 ,2021-08-13 ,       2 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,    35
 1242 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2021-07-30 ,2021-08-03 ,2021-08-09 ,       9 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   146.25
 1243 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-08-03 ,2021-08-05 ,2021-09-01 ,      21 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   496.65
 1244 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-08-05 ,2021-08-06 ,2021-08-13 ,      23 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   517.5
 1245 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2021-08-07 ,2021-08-12 ,2021-09-04 ,      23 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,  1012
 1246 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-08-08 ,2021-08-13 ,2021-08-18 ,      22 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   438.9
 1247 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-08-08 ,2021-08-13 ,2021-08-30 ,       8 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,    66
 1248 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-08-08 ,2021-08-11 ,2021-08-25 ,      10 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   440
 1249 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-08-11 ,2021-08-12 ,2021-09-03 ,       8 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   140
 1250 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-08-14 ,2021-08-19 ,2021-08-29 ,      24 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   462
 1251 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-08-16 ,2021-08-20 ,2021-09-11 ,       6 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   141.9
 1251 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-08-16 ,2021-08-20 ,2021-09-11 ,      23 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   327.75
 1252 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-08-25 ,2021-08-27 ,2021-09-10 ,       2 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,    88
 1252 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-08-25 ,2021-08-27 ,2021-09-10 ,      15 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   172.5
 1253 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2021-08-27 ,2021-09-02 ,2021-09-28 ,      14 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   125.3
 1254 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2021-08-30 ,2021-09-02 ,2021-09-10 ,      22 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   423.5
 1255 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-08-31 ,2021-09-06 ,2021-10-01 ,      18 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   425.7
 1256 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-09-03 ,2021-09-05 ,2021-09-09 ,      16 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   378.4
 1257 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-09-05 ,2021-09-07 ,2021-10-07 ,      13 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   116.35
 1258 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2021-09-08 ,2021-09-14 ,2021-10-07 ,       8 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    71.6
 1259 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-09-16 ,2021-09-17 ,2021-09-21 ,      15 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   243.75
 1260 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-09-16 ,2021-09-21 ,2021-10-01 ,      24 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   478.8
 1261 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2021-09-18 ,2021-09-21 ,2021-10-08 ,       9 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   128.25
 1262 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-09-19 ,2021-09-23 ,2021-10-14 ,       5 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    44.75
 1263 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-09-19 ,2021-09-25 ,2021-10-08 ,      14 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   269.5
 1264 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-09-20 ,2021-09-25 ,2021-09-30 ,      20 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   399
